id,question,level_1_knowledge,level_2_knowledge,level_3_knowledge,level_4_knowledge,level_5_knowledge,level_6_knowledge,level_7_knowledge,level_8_knowledge,level_9_knowledge
110,用一个平面分别截下列几何体，不能得到三角形截面的几何体是,029210400000000,029210401000000,029210401030000,029210400000000,029210401000000,029210401040000,029210400000000,029210401000000,029210401050000
111,下面调查中，最适合采用全面调查的是,029210600000000,029210601000000,029210601010000,029210600000000,029210601000000,029210601020000,029210600000000,029210601000000,029210601030000
112,如图，将甲，乙两把尺子拼在一起，两端重合，如果甲尺经校定是直的，那么乙尺不是直的，判断依据是,029210400000000,029210404200000,029210404210000,029210400000000,029210403100000,029210403110000,029210400000000,029210402000000,029210402060000
113,关于$x$的方程$3x+5=0$与$3x=1-3m$的解相同，则$m$等于,029210200000000,029210201000000,029210201020000,029210200000000,029210201000000,029210201030000,029210200000000,029210201000000,029210201060000
114,如图，边长为$m$的正方形纸片上剪去四个直径为$d$的半圆，阴影部分的周长是,029210400000000,029210409200000,029210409210000,029210400000000,029210409200000,029210409220000,029210400000000,029210409200000,029210409280000
115,代数式$x^2+2x+7$的值是$8$，则$4x^2+8x-5$的值是,029210100000000,029210102000000,029210102010000,029210100000000,029210102000000,029210102020000,029210100000000,029210102000000,029210102030000
116,某车间有$26$名工人，每人每天可以生产$800$个螺栓或$1000$个螺母，$1$个螺栓需要配$2$个螺母，为使每天生产的螺栓和螺母刚好配套，设安排$x$名工人生产螺栓，则所列方程为,029210200000000,029210201100000,029210201100000,029210200000000,029210201000000,029210201050000,029210200000000,029210201000000,029210201080000
117,用$2$，$-3$，$9$，$-5$四个数进行加减乘除四则运算，使其结果为$24$，写出运算式子,029210100000000,029210101100000,029210101130000,029210100000000,029210101000000,029210101060000,029210100000000,029210101000000,029210101090000
118,计算：$-2^3×5+(-1)^2021×[3-(-6)]$,029210100000000,029210100000000,029210100000000,029210100000000,029210101100000,029210101120000,029210100000000,029210101100000,029210101190000
119,计算：$(a^3)^2+a^2·a^4+(-a)^3·a^3$,029210100000000,029210102000000,029210102090000,029210100000000,029210102100000,029210102100000,029210100000000,029210102100000,029210102110000
120,已知线段$m$、$n$（其中$m>n$)．尺规作图：作线段$AC=m-n$，其中$AB=m$，$BC=n$（保留作图痕迹，不用写作法）,029210500000000,029210504000000,029210504010000,029210500000000,029210504000000,029210504020000,029210500000000,029210504000000,029210504030000
121,某自行车厂计划每天平均生产100辆自行车，而实际产量与计划产量有出入．下表记录了某周五个工作日每天实际产量情况（超出计划产量记为正，少于计划产量记为负）．（1）本周三生产了           辆自行车．（2）该厂这五天共生产了多少辆自行车？（3）该厂实行每日计件工作制，每生产一辆车可得50元，若超额完成任务，则超过部分每辆另奖15元，少生产一辆扣20元，那么该厂工人这一周的工资总额是多少元？,029210100000000,029210101000000,029210101060000,029210600000000,029210601000000,029210601050000,029210200000000,029210201100000,029210201100000
122,某学校为了解学生在居家防疫期间的活动情况，采取随机抽样的方法调查了若干名学生，并将调查的结果绘制了如下两幅不完整的统计图，请根据图中提供的信息解答下列问题：（1）在这次随机抽样中，一共调查了多少名学生?（2）通过计算补全条形图，并求出扇形统计图中阅读部分的扇形圆心角的度数；（3）若该学校现有在校学生1500人，请你估计该学校在居家防疫期间参加阅读和其它活动的学生一共有多少名?,029210600000000,029210601000000,029210601060000,029210600000000,029210601000000,029210601070000,029210600000000,029210601000000,029210601040000
123,按照“双减”政策，丰富课后托管服务内容，学校准备订购一批篮球和跳绳，经过市场调查后发现篮球每个定价120元，跳绳每条定价20元．某体育用品商店提供、两种优惠方案：方案：买一个篮球送一条跳绳；方案：篮球和跳绳都按定价的90%付款．已知要购买篮球50个，跳绳x条(x>50)．（1）若按A方案购买，一共需付款 　　元；（用含x的代数式表示），若按B方案购买，一共需付款 　　元（用含x的代数式表示）．（2）当x=100时，请通过计算说明此时用哪种方案购买较为合算？（3）当x=100时，你能给出一种更为省钱的购买方案吗？请写出你的购买方案，并计算需付款多少元？,029210100000000,029210102000000,029210102020000,029210200000000,029210201100000,029210201100000,029210200000000,029210201000000,029210201060000
124,一个三角形的三个内角的度数比是3：2：1，这个三角形是,029210400000000,029210404000000,029210404010000,029210400000000,029210404000000,029210404070000,029210400000000,029210404100000,029210404180000
125,根据下面的统计图，回答问题．（1）男生合格人数最多的项目是；女生合格人数最少的项目．（2）从图中可以明显看出，这个班最需要加强的是训练．（3）在项目上，女生表现出明显的优势．在项目上，男女生的表现平分秋色．（4）从图中可以看出这个班至少有人．,029210600000000,029210601100000,029210601100000,029210600000000,029210601000000,029210601070000,029210600000000,029210601100000,029210601190000
126,把一个正方体分割成两个小长方体后，表面积,029210400000000,029210401100000,029210401120000,029210400000000,029210401000000,029210401090000,029210400000000,029210406000000,029210406050000
127,2tan45°的值是,029210500000000,029210507000000,029210507060000,029210500000000,029210507000000,029210507010000,029210500000000,029210507100000,029210507130000
128,反比例函数y=2/x的图象位于,029210300000000,029210304000000,029210304010000,029210300000000,029210304000000,029210304030000,029210300000000,029210304000000,029210304040000
129,一元二次方程3x^2-2x-5=0的一次项系数是,029210200000000,029210204000000,029210204010000,029210200000000,029210204000000,029210204020000,029210200000000,029210204100000,029210204140000
130,下列各组长度的线段中，成比例线段的是,029210500000000,029210506000000,029210506010000,029210500000000,029210506000000,029210506020000,029210500000000,029210506000000,029210506030000
131,如图，已知$△ABC$中，$∠C=90°$，$BC=5$，$AB=13$，则$sinA=$,029210400000000,029210406000000,029210406010000,029210500000000,029210507000000,029210507010000,029210500000000,029210507000000,029210507020000
132,一元二次方程$x^2+2x-1=0$的根的情况是,029210200000000,029210204000000,029210204010000,029210200000000,029210204000000,029210204030000,029210200000000,029210204000000,029210204090000
133,如图，点$P$是$x$轴正半轴上一点，过点$P$作$x$轴的垂线交函数$y=k/x$图象于点$Q$，连接$OQ$，若$S△POQ=1$，则$k$的值为,029210300000000,029210304000000,029210304010000,029210300000000,029210304000000,029210304030000,029210400000000,029210404100000,029210404120000
134,某商品经过两次连续降价，每件售价由原来的$100$元降到了$81$元．设平均每次降价的百分率为$x$，则下列方程中正确的是,029210200000000,029210204000000,029210204010000,029210200000000,029210204000000,029210204030000,029210200000000,029210201100000,029210201100000
135,如图，在平面直角坐标系内有一点$P（3，4）$，连接$OP$，则$OP$与$x$轴正方向所夹锐角$α$的余弦值是,029210500000000,029210507000000,029210507010000,029210500000000,029210507000000,029210507010000,029210300000000,029210301000000,029210301030000
136,一组数据$3$，$2$，$3$，$4$，的平均数是_________．,029210600000000,029210602000000,029210602010000,029210600000000,029210601100000,029210601170000,029210600000000,029210602000000,029210602080000
137,两个相似三角形对应边之比等于$1:2$，那么这两个相似三角形面积之比等于,029210500000000,029210506000000,029210506060000,029210500000000,029210506000000,029210506050000,029210500000000,029210506000000,029210506040000
138,方程$x^2-9=0$的解为,029210200000000,029210204000000,029210204010000,029210200000000,029210204000000,029210204070000,029210200000000,029210204000000,029210204090000
139,如图，在$△ABC$中，$DE∥BC$，$AD：AB=1：3$，$AE=1$，则$CE$的长为,029210500000000,029210506000000,029210506030000,029210500000000,029210506000000,029210506080000,029210500000000,029210506000000,029210506020000
140,如图，已知双曲线$y=-3/x(x<0)$经过直角三角形$OAB$斜边$OA$的中点$D$，且与直角边$AB$相交于点$C$，则$△AOC$的面积为,029210300000000,029210304000000,029210304010000,029210400000000,029210404100000,029210404120000,029210300000000,029210304000000,029210304030000
141,解方程：$x^2+2x-3=0$,029210200000000,029210204000000,029210204010000,029210200000000,029210204000000,029210204070000,029210200000000,029210204000000,029210204030000
142,将$△ABC$向右平移$4$个单位后，得到的$△A1B1C1$，画出$△A1B1C1$；,029210500000000,029210501000000,029210501010000,029210300000000,029210301000000,029210301040000,029210500000000,029210501000000,029210501020000
143,以原点$O$为位似中心，在第四象限画出位似图形$△A2B2C2$，且$△ABC$与$△A2B2C2$的相似比$1：2$；,029210500000000,029210506100000,029210506130000,029210500000000,029210506000000,029210506040000,029210500000000,029210506000000,029210506050000
